xyh,B,2408000,100,Accepted
jiazijian,B,2412000,1,Wrong Answer
wmyr,C,2417000,0,Wrong Answer
luyuyang,D,2417000,30,Wrong Answer
wmyr,C,2430000,100,Accepted
qhj,D,2433000,30,Wrong Answer
weiyumo,A,2434000,50,Wrong Answer
张恺瑄,A,2435000,50,Wrong Answer
zhengjinyi,B,2446000,1,Wrong Answer
lyxhsx,B,2447000,100,Accepted
xieruyu,D,2457000,9,Wrong Answer
金弋帆,E,2460000,0,Wrong Answer
傅凌龙,A,2460000,20,Wrong Answer
tiaotiao2011,C,2462000,100,Accepted
huyanxin,B,2464000,1,Time Limit Exceeded
曾浩,B,2464000,20,Time Limit Exceeded
zhangce,B,2470000,0,Compile Error
wtxwd,B,2472000,1,Memory Limit Exceeded
songzhihan,E,2473000,5,Wrong Answer
leoair,B,2475000,60,Wrong Answer
cyq,B,2481000,1,Wrong Answer
夏天天,B,2481000,20,Time Limit Exceeded
zhangce,B,2487000,1,Wrong Answer
huangweiliang,C,2499000,0,Wrong Answer
wtxwd,B,2500000,0,Compile Error
何楷文,B,2507000,1,Wrong Answer
songzhihan,E,2507000,5,Wrong Answer
DL24zhangyixin,B,2508000,1,Wrong Answer
cyq,B,2512000,100,Accepted
wtxwd,B,2512000,1,Wrong Answer
BruceTong,A,2515000,50,Wrong Answer
ywz,B,2523000,1,Wrong Answer
傅凌龙,A,2526000,20,Wrong Answer
leoair,B,2533000,100,Accepted
何楷文,B,2533000,1,Wrong Answer
Liuooo,B,2537000,1,Wrong Answer
ini,B,2540000,1,Wrong Answer
wtxwd,B,2545000,1,Wrong Answer
kqshengxuanyi,D,2547000,0,Wrong Answer
gty314159,B,2548000,100,Accepted
杨育安,B,2553000,1,Wrong Answer
Zhaozhuoxi,B,2554000,1,Time Limit Exceeded
肖皓天,B,2555000,1,Wrong Answer
郑宇,B,2564000,1,Time Limit Exceeded
tjy,A,2569000,50,Wrong Answer
QAQfj5,D,2569000,9,Wrong Answer
ywz,B,2575000,1,Wrong Answer
ini,B,2576000,1,Wrong Answer
kqshengxuanyi,D,2580000,0,Wrong Answer
zhengjinyi,B,2581000,100,Accepted
金弋帆,B,2582000,1,Wrong Answer
wxy2010,E,2587000,100,Accepted
何楷文,B,2591000,0,Compile Error
qzyzzgc,A,2597000,50,Wrong Answer
何楷文,B,2602000,1,Wrong Answer
wtxwd,B,2606000,1,Wrong Answer
ywz,B,2608000,1,Runtime Error
fangzichang,D,2609000,9,Wrong Answer
傅凌龙,A,2612000,20,Wrong Answer
kqshengxuanyi,D,2613000,9,Wrong Answer
snowycat1234,B,2614000,1,Runtime Error
jiangyiyang,B,2616000,1,Wrong Answer
lyxhsx,C,2619000,0,Wrong Answer
MerlinLee,E,2622000,0,Runtime Error
何楷文,B,2623000,1,Wrong Answer
kjh,B,2625000,1,Wrong Answer
legendcn,C,2631000,0,Wrong Answer
肖皓天,B,2638000,1,Wrong Answer
zhangce,B,2639000,1,Wrong Answer
罗一航,A,2644000,50,Wrong Answer
袁瑞擎,A,2648000,50,Wrong Answer
sunjunhao,B,2648000,1,Wrong Answer
kqshengxuanyi,D,2649000,9,Wrong Answer
snowycat1234,B,2651000,1,Runtime Error
qzyzzgc,A,2652000,50,Wrong Answer
wuxian,A,2653000,50,Wrong Answer
张恺瑄,A,2654000,50,Wrong Answer
legendcn,C,2654000,0,Wrong Answer
liuzeyuan,A,2662000,0,Compile Error
kjh,B,2664000,20,Wrong Answer
kqshengxuanyi,D,2665000,9,Wrong Answer
snowycat1234,B,2667000,1,Runtime Error
傅凌龙,A,2668000,0,Compile Error
ywz,B,2668000,100,Accepted
luyuyang,D,2673000,30,Wrong Answer
jk123,B,2675000,1,Wrong Answer
maguangxian,D,2676000,0,Wrong Answer
Huangjunrui,C,2677000,100,Accepted
snowycat1234,B,2681000,1,Wrong Answer
jyy0806,B,2683000,1,Wrong Answer
HLOI_3_P045,B,2689000,1,Wrong Answer
傅凌龙,A,2692000,20,Wrong Answer
xyh,C,2693000,100,Accepted
nyyjshcz,B,2709000,0,Compile Error
PhirainEX,C,2720000,100,Accepted
nyyjshcz,B,2721000,1,Wrong Answer
傅凌龙,A,2721000,50,Wrong Answer
Zhaozhuoxi,B,2726000,20,Time Limit Exceeded
legendcn,C,2731000,0,Wrong Answer
Liuooo,B,2736000,1,Wrong Answer
snowycat1234,B,2736000,1,Wrong Answer
高兴的高,E,2738000,0,Wrong Answer
DL24luchengxiang,D,2745000,100,Accepted
何楷文,B,2746000,1,Wrong Answer
DL24zhangyixin,B,2748000,1,Wrong Answer
HBYoutze,D,2749000,30,Wrong Answer
lyxhsx,C,2750000,0,Wrong Answer
zlj6699tt,B,2753000,1,Wrong Answer
wtxwd,B,2759000,1,Wrong Answer
maguangxian,D,2762000,0,Wrong Answer
legendcn,C,2762000,0,Compile Error
zhangce,B,2763000,1,Wrong Answer
leiyuhao,C,2766000,0,Wrong Answer
legendcn,C,2773000,0,Wrong Answer
zlj6699tt,B,2777000,1,Wrong Answer
jiangyiyang,B,2778000,100,Accepted
杨育安,B,2790000,1,Wrong Answer
zhengjinyi,A,2790000,50,Wrong Answer
wuxian,A,2791000,50,Wrong Answer
qhj,D,2794000,30,Wrong Answer
wxy2010,B,2797000,1,Wrong Answer
error,A,2798000,50,Wrong Answer
ini,B,2805000,1,Wrong Answer
yangbowen,A,2806000,50,Wrong Answer
曾浩,B,2809000,0,Compile Error
zhangzihan_Yuuki Asuna,A,2814000,50,Wrong Answer
jiazijian,B,2814000,1,Wrong Answer
wmyr,B,2817000,1,Wrong Answer
sunjunhao,B,2823000,1,Wrong Answer
曾浩,B,2824000,1,Wrong Answer
leoair,A,2825000,50,Wrong Answer
袁瑞擎,E,2826000,0,Wrong Answer
wxy2010,B,2829000,60,Wrong Answer
liyuze,B,2832000,1,Wrong Answer
傅凌龙,A,2835000,20,Wrong Answer
legendcn,C,2840000,0,Wrong Answer
snowycat1234,B,2841000,1,Runtime Error
tyb,A,2843000,50,Wrong Answer
Zhaozhuoxi,B,2857000,1,Time Limit Exceeded
zhangce,B,2859000,1,Wrong Answer
王佳翔,B,2862000,20,Time Limit Exceeded
曾浩,B,2863000,1,Wrong Answer
leoair,A,2863000,50,Wrong Answer
刘添乐,B,2866000,1,Wrong Answer
yinhaowei1205,A,2869000,100,Accepted
gty314159,C,2872000,100,Accepted
zhangzihan_Yuuki Asuna,A,2881000,50,Wrong Answer
wxy2010,B,2888000,100,Accepted
linmou,C,2891000,0,Time Limit Exceeded
曾浩,B,2893000,1,Wrong Answer
Liuooo,B,2894000,1,Wrong Answer
deyi,A,2894000,20,Wrong Answer
fangzichang,B,2904000,1,Time Limit Exceeded
wuxian,A,2905000,50,Wrong Answer
legendcn,C,2909000,0,Wrong Answer
MerlinLee,A,2913000,20,Time Limit Exceeded
Zhaozhuoxi,B,2913000,1,Time Limit Exceeded
zhangce,B,2916000,1,Wrong Answer
maguangxian,D,2922000,30,Wrong Answer
wmyr,B,2928000,1,Wrong Answer
何楷文,B,2930000,1,Wrong Answer
sunjunhao,B,2934000,1,Wrong Answer
XUSJ,A,2943000,20,Wrong Answer
许文渊,B,2949000,1,Wrong Answer
曾浩,B,2967000,1,Wrong Answer
zhangce,B,2969000,1,Judgement Failed
snowycat1234,B,2981000,100,Accepted
nyyjshcz,B,2982000,100,Accepted
Zhaozhuoxi,B,2985000,60,Time Limit Exceeded
legendcn,C,2991000,100,Accepted
MerlinLee,B,2991000,60,Wrong Answer
leoair,E,2994000,0,Judgement Failed
xyh,D,2997000,0,Wrong Answer
zhangzihan_Yuuki Asuna,A,2998000,50,Wrong Answer
zhangce,B,3002000,1,Judgement Failed
wtxwd,B,3003000,1,Wrong Answer
许文渊,B,3005000,1,Wrong Answer
sunjunhao,B,3006000,1,Wrong Answer
docxjun,D,3008000,0,Wrong Answer
何楷文,B,3011000,1,Wrong Answer
qzyzcmx,C,3017000,0,Wrong Answer
Liuooo,B,3020000,1,Wrong Answer
leoair,E,3021000,0,Wrong Answer
DL24luchengxiang,C,3025000,100,Accepted
error,A,3025000,50,Wrong Answer
何楷文,B,3035000,1,Wrong Answer
刘添乐,B,3050000,20,Time Limit Exceeded
sunjunhao,B,3050000,1,Wrong Answer
xyh,D,3052000,9,Wrong Answer
jiangyiyang,C,3067000,0,Wrong Answer
huyanxin,A,3067000,20,Wrong Answer
wmyr,B,3071000,1,Wrong Answer
zhangce,B,3073000,1,Judgement Failed
QAQfj5,D,3076000,0,Wrong Answer
DL24zhangyixin,B,3079000,1,Wrong Answer
wuxian,B,3081000,1,Wrong Answer
niusiyuan,B,3081000,1,Wrong Answer
wtxwd,B,3082000,100,Accepted
huangweiliang,C,3085000,0,Wrong Answer
QZ1Z-CQR,B,3089000,1,Wrong Answer
ini,B,3094000,1,Wrong Answer
jiangyiyang,C,3100000,0,Wrong Answer
何浩鲲,B,3101000,1,Wrong Answer
yaoyanfeng,D,3103000,0,Compile Error
zhangce,B,3105000,1,Judgement Failed
何楷文,B,3105000,1,Wrong Answer
zhangce,B,3112000,1,Wrong Answer
yaoyanfeng,D,3115000,30,Wrong Answer
qzyzcmx,C,3116000,0,Wrong Answer
QAQfj5,D,3117000,9,Wrong Answer
weiyumo,A,3127000,50,Wrong Answer
guoliyuzs_2023,B,3129000,100,Accepted
曾浩,B,3137000,1,Wrong Answer
deyi,A,3137000,20,Wrong Answer
刘添乐,B,3140000,0,Compile Error
yaoyanfeng,D,3145000,30,Wrong Answer
Liuooo,B,3152000,1,Wrong Answer
luyuyang,D,3155000,100,Accepted
zhangce,B,3169000,1,Judgement Failed
何楷文,B,3172000,1,Wrong Answer
yaoyanfeng,D,3174000,51,Wrong Answer
QZ1Z-CQR,B,3177000,1,Wrong Answer
zhangce,B,3182000,1,Wrong Answer
何楷文,B,3185000,1,Wrong Answer
_FJqwq,E,3197000,100,Accepted
何楷文,B,3201000,1,Wrong Answer
XUSJ,A,3203000,0,Wrong Answer
zhengjinyi,C,3206000,0,Wrong Answer
何浩鲲,B,3207000,1,Wrong Answer
刘添乐,B,3212000,20,Time Limit Exceeded
chendingyan,E,3215000,0,Wrong Answer
何楷文,B,3215000,100,Accepted
MerlinLee,E,3216000,18,Wrong Answer
yangbowen,A,3217000,50,Wrong Answer
刘子墨,B,3219000,1,Wrong Answer
qhj,D,3223000,100,Accepted
BruceTong,A,3226000,100,Accepted
杨育安,B,3226000,20,Time Limit Exceeded
王佳翔,A,3228000,20,Wrong Answer
HBYoutze,D,3228000,65,Wrong Answer
HLOI_3_P045,B,3233000,100,Accepted
肖皓天,B,3241000,1,Wrong Answer
duchengzhu2008,B,3245000,20,Time Limit Exceeded
huyanxin,A,3251000,50,Wrong Answer
liyuze,B,3251000,1,Wrong Answer
linmou,C,3259000,0,Time Limit Exceeded
zhangce,B,3261000,1,Judgement Failed
DL24zhangyixin,B,3267000,1,Wrong Answer
张嘉祥,B,3269000,1,Wrong Answer
王佳翔,A,3271000,50,Wrong Answer
强强,B,3271000,1,Wrong Answer
zhangchengrui,F,3277000,0,Wrong Answer
jiazijian,B,3283000,1,Wrong Answer
QZ1Z-CQR,B,3291000,100,Accepted
maguangxian,D,3292000,30,Wrong Answer
zhangchengrui,F,3293000,30,Time Limit Exceeded
yaoyanfeng,D,3295000,100,Accepted
武川翔,B,3296000,60,Wrong Answer
zhangce,B,3297000,1,Wrong Answer
XUSJ,A,3297000,20,Wrong Answer
sunjunhao,B,3298000,1,Wrong Answer
杨育安,B,3305000,1,Wrong Answer
傅凌龙,A,3315000,50,Wrong Answer
强强,B,3317000,1,Wrong Answer
曾浩,B,3327000,100,Accepted
maguangxian,D,3328000,30,Wrong Answer
Zhaozhuoxi,A,3336000,50,Wrong Answer
郑宇,B,3338000,20,Wrong Answer
huangweiliang,C,3343000,100,Accepted
wmyr,B,3344000,100,Accepted
罗一航,B,3350000,1,Wrong Answer
huangshiyu,A,3351000,100,Accepted
weiyumo,A,3355000,50,Wrong Answer
QAQfj5,D,3363000,0,Wrong Answer
HBYoutze,D,3366000,65,Wrong Answer
Zhaozhuoxi,A,3367000,50,Wrong Answer
Harry,C,3375000,100,Accepted
zhangzihan_Yuuki Asuna,A,3375000,100,Accepted
maguangxian,D,3392000,30,Wrong Answer
强强,B,3394000,1,Wrong Answer
liuzeyuan,B,3396000,0,Compile Error
songzhihan,A,3401000,50,Wrong Answer
张智淏,B,3404000,1,Wrong Answer
杨育安,B,3406000,1,Wrong Answer
kjh,E,3414000,0,Wrong Answer
zhangce,B,3415000,1,Wrong Answer
hank0402,C,3419000,100,Accepted
linmou,C,3421000,100,Accepted
杨育安,B,3422000,100,Accepted
kjh,B,3424000,1,Wrong Answer
zhengjinyi,C,3432000,100,Accepted
Liuooo,B,3437000,1,Wrong Answer
张恺瑄,A,3438000,50,Wrong Answer
sunjunhao,B,3446000,1,Wrong Answer
kjh,B,3448000,1,Wrong Answer
MerlinLee,F,3449000,0,Time Limit Exceeded
郑宇,B,3459000,1,Wrong Answer
zhangzihan_Yuuki Asuna,B,3465000,20,Time Limit Exceeded
许文渊,B,3471000,1,Wrong Answer
武川翔,B,3478000,60,Wrong Answer
高兴的高,E,3487000,5,Wrong Answer
zhangce,B,3495000,100,Accepted
leoair,A,3498000,50,Wrong Answer
zlj6699tt,B,3514000,1,Wrong Answer
张智淏,B,3520000,1,Wrong Answer
zhangzihan_Yuuki Asuna,B,3520000,20,Time Limit Exceeded
lyxhsx,C,3523000,0,Wrong Answer
tyb,A,3524000,50,Wrong Answer
nyyjshcz,C,3527000,100,Accepted
Huangjunrui,D,3531000,0,Wrong Answer
金弋帆,F,3533000,0,Compile Error
sunjunhao,B,3533000,100,Accepted
leoair,A,3554000,50,Wrong Answer
hepeidong,B,3560000,1,Wrong Answer
kqshengxuanyi,C,3568000,0,Wrong Answer
deyi,A,3574000,20,Wrong Answer
Zhaozhuoxi,A,3583000,100,Accepted
kjh,B,3584000,1,Wrong Answer
金弋帆,F,3587000,0,Compile Error
高兴的高,E,3600000,5,Wrong Answer
武川翔,B,3601000,100,Accepted
金弋帆,F,3606000,0,Time Limit Exceeded
何浩鲲,B,3607000,1,Wrong Answer
deyi,A,3609000,50,Wrong Answer
xiaoshu2010,E,3609000,5,Wrong Answer
liuzeyuan,B,3610000,0,Compile Error
kjh,B,3614000,1,Wrong Answer
_FJqwq,F,3615000,30,Time Limit Exceeded
snowycat1234,C,3615000,100,Accepted
gty314159,D,3630000,100,Accepted
张恺瑄,A,3657000,50,Wrong Answer
HBYoutze,D,3661000,65,Wrong Answer
xiaoshu2010,E,3662000,5,Wrong Answer
HBYoutze,D,3669000,65,Wrong Answer
何浩鲲,B,3672000,1,Wrong Answer
H2ptimize,C,3676000,100,Accepted
lyxhsx,C,3678000,0,Wrong Answer
金弋帆,F,3680000,0,Wrong Answer
cyq,D,3680000,9,Wrong Answer
xieruyu,D,3680000,9,Wrong Answer
唐宁泽,B,3683000,1,Wrong Answer
weiyumo,A,3692000,50,Wrong Answer
HL_CZY,B,3693000,1,Wrong Answer
ini,E,3697000,0,Runtime Error
liyuze,B,3700000,60,Wrong Answer
刘添乐,E,3704000,0,Wrong Answer
金弋帆,F,3710000,0,Wrong Answer
sunjunhao,D,3715000,0,Wrong Answer
huyanxin,A,3718000,50,Wrong Answer
liyuze,B,3729000,100,Accepted
陈邑宁,F,3738000,30,Time Limit Exceeded
songhaoyu,A,3740000,20,Runtime Error
唐宁泽,B,3750000,1,Wrong Answer
罗一航,B,3752000,1,Wrong Answer
kjh,B,3756000,1,Wrong Answer
张智淏,B,3760000,1,Wrong Answer
songhaoyu,A,3763000,20,Runtime Error
DL24zhangyixin,B,3771000,1,Wrong Answer
Zhaozhuoxi,B,3781000,1,Time Limit Exceeded
leiyuhao,C,3788000,0,Wrong Answer
张恺瑄,A,3788000,50,Wrong Answer
唐宁泽,B,3790000,1,Wrong Answer
袁瑞擎,A,3804000,50,Wrong Answer
maguangxian,D,3806000,100,Accepted
error,A,3814000,50,Wrong Answer
wmyr,D,3821000,9,Wrong Answer
曾浩,C,3821000,0,Wrong Answer
DL24zhangyixin,B,3824000,1,Wrong Answer
强强,B,3832000,1,Wrong Answer
hepeidong,B,3839000,100,Accepted
songzhihan,B,3851000,1,Wrong Answer
weiyumo,A,3852000,50,Wrong Answer
huyanxin,A,3853000,100,Accepted
张智淏,B,3854000,1,Wrong Answer
唐宁泽,B,3862000,1,Wrong Answer
liuzeyuan,B,3866000,0,Compile Error
songhaoyu,A,3885000,20,Runtime Error
金弋帆,B,3890000,1,Wrong Answer
曾浩,C,3896000,0,Wrong Answer
lyxhsx,C,3896000,0,Wrong Answer
XUSJ,D,3898000,0,Wrong Answer
XUSJ,D,3909000,0,Wrong Answer
wmyr,D,3913000,30,Wrong Answer
金弋帆,F,3916000,0,Time Limit Exceeded
XUSJ,D,3928000,0,Wrong Answer
kjh,B,3931000,100,Accepted
tiaotiao2011,E,3934000,100,Accepted
XUSJ,D,3936000,0,Wrong Answer
刘子墨,B,3936000,20,Time Limit Exceeded
weiyumo,A,3938000,50,Wrong Answer
DL24zhangyixin,B,3940000,100,Accepted
MerlinLee,B,3943000,60,Wrong Answer
songhaoyu,A,3946000,20,Runtime Error
XUSJ,D,3946000,0,Wrong Answer
jiazijian,B,3956000,1,Wrong Answer
cyq,D,3958000,30,Wrong Answer
songzhihan,B,3968000,1,Wrong Answer
qzyzcmx,C,3983000,100,Accepted
唐宁泽,B,3983000,1,Wrong Answer
zhangchengrui,A,3997000,100,Accepted
docxjun,D,3999000,0,Wrong Answer
肖一鸣,D,4025000,0,Time Limit Exceeded
肖皓天,B,4026000,100,Accepted
xiaoshu2010,B,4031000,1,Wrong Answer
yyz,C,4033000,0,Wrong Answer
H2ptimize,B,4036000,1,Wrong Answer
MerlinLee,A,4040000,20,Time Limit Exceeded
刘添乐,F,4044000,30,Time Limit Exceeded
docxjun,D,4049000,0,Wrong Answer
leoair,A,4049000,100,Accepted
HBYoutze,D,4060000,65,Wrong Answer
qwqwq,E,4066000,100,Accepted
zzy0618,D,4068000,20,Time Limit Exceeded
Liuooo,B,4072000,1,Wrong Answer
HBYoutze,D,4074000,65,Wrong Answer
yyz,C,4086000,0,Wrong Answer
hutianshuo,D,4091000,9,Wrong Answer
方子豪,B,4095000,1,Wrong Answer
QAQfj5,D,4097000,0,Wrong Answer
MerlinLee,G,4101000,0,Runtime Error
肖一鸣,D,4102000,30,Time Limit Exceeded
kqshengxuanyi,C,4106000,100,Accepted
郑宇,C,4113000,0,Wrong Answer
QAQfj5,D,4113000,0,Wrong Answer
ycn,C,4113000,0,Wrong Answer
songhaoyu,E,4124000,0,Wrong Answer
jk123,B,4129000,1,Wrong Answer
lyxhsx,C,4129000,100,Accepted
zhangce,C,4129000,100,Accepted
唐宁泽,B,4130000,1,Wrong Answer
方子豪,B,4132000,1,Time Limit Exceeded
cpz0342,C,4143000,0,Wrong Answer
wtxwd,C,4144000,100,Accepted
QAQfj5,D,4145000,9,Wrong Answer
zhengjinyi,D,4148000,30,Wrong Answer
hutianshuo,A,4148000,100,Accepted
yyz,C,4151000,0,Wrong Answer
hutianshuo,B,4157000,100,Accepted
hutianshuo,C,4165000,100,Accepted
ycn,C,4168000,0,Compile Error
ywz,F,4174000,30,Time Limit Exceeded
linmou,D,4175000,0,Wrong Answer
ycn,C,4180000,0,Wrong Answer
docxjun,D,4183000,0,Wrong Answer
zhengjinyi,D,4203000,50,Wrong Answer
hutianshuo,D,4204000,0,Wrong Answer
huyanxin,B,4207000,20,Time Limit Exceeded
肖一鸣,D,4209000,30,Time Limit Exceeded
曾浩,C,4211000,100,Accepted
陈邑宁,D,4216000,0,Wrong Answer
docxjun,D,4218000,0,Wrong Answer
legendcn,B,4221000,1,Runtime Error
Zhaozhuoxi,B,4225000,1,Time Limit Exceeded
wuxian,A,4230000,50,Wrong Answer
方子豪,B,4237000,1,Time Limit Exceeded
liruoxin,B,4244000,1,Wrong Answer
sunjunhao,D,4245000,0,Wrong Answer
DL24luchengxiang,E,4246000,50,Wrong Answer
legendcn,B,4247000,0,Compile Error
linmou,D,4249000,0,Wrong Answer
docxjun,D,4260000,30,Wrong Answer
linmou,D,4263000,9,Wrong Answer
ljy_xc,D,4278000,30,Wrong Answer
legendcn,B,4281000,1,Runtime Error
张恺瑄,B,4285000,60,Wrong Answer
xieruyu,D,4287000,30,Wrong Answer
陈邑宁,D,4295000,0,Wrong Answer
huyanxin,B,4297000,20,Time Limit Exceeded
chendingyan,A,4303000,50,Wrong Answer
songhaoyu,A,4305000,50,Runtime Error
cpz0342,C,4313000,0,Wrong Answer
wmyr,D,4319000,30,Wrong Answer
陈邑宁,D,4323000,9,Wrong Answer
songhaoyu,A,4323000,100,Accepted
何浩鲲,B,4335000,1,Wrong Answer
legendcn,B,4339000,1,Runtime Error
HBYoutze,D,4343000,65,Wrong Answer
tyb,B,4353000,1,Wrong Answer
error,B,4358000,1,Wrong Answer
DL24luchengxiang,E,4358000,100,Accepted
ljy_xc,D,4359000,100,Accepted
jk123,B,4360000,1,Wrong Answer
何浩鲲,B,4362000,1,Wrong Answer
kjh,C,4367000,100,Accepted
高兴的高,B,4370000,1,Time Limit Exceeded
HL_CZY,D,4372000,9,Wrong Answer
kqshengxuanyi,D,4374000,0,Wrong Answer
傅凌龙,C,4378000,0,Wrong Answer
sunjunhao,D,4383000,0,Wrong Answer
legendcn,B,4383000,100,Accepted
H2ptimize,B,4385000,1,Wrong Answer
ycn,C,4388000,0,Wrong Answer
MerlinLee,C,4392000,0,Wrong Answer
PhirainEX,D,4393000,0,Wrong Answer
sunjunhao,D,4411000,0,Wrong Answer
刘子墨,A,4419000,20,Wrong Answer
强强,B,4422000,1,Wrong Answer
qzyzzgc,A,4425000,100,Accepted
yinhaowei1205,B,4428000,20,Time Limit Exceeded
PhirainEX,D,4433000,30,Wrong Answer
肖一鸣,D,4438000,30,Time Limit Exceeded
Harry,E,4438000,5,Wrong Answer
tiaotiao2011,D,4439000,30,Wrong Answer
songzhihan,B,4459000,1,Wrong Answer
gty314159,E,4461000,43,Wrong Answer
Zhaozhuoxi,B,4466000,60,Time Limit Exceeded
HL_CZY,D,4475000,9,Wrong Answer
zhangchengrui,B,4485000,100,Accepted
张嘉祥,B,4486000,1,Wrong Answer
肖一鸣,D,4489000,30,Wrong Answer
sunjunhao,D,4498000,0,Wrong Answer
HL_CZY,D,4501000,9,Wrong Answer
HBYoutze,D,4502000,100,Accepted
wmyr,D,4506000,30,Wrong Answer
张嘉祥,B,4508000,1,Wrong Answer
MerlinLee,A,4509000,20,Wrong Answer
zlj6699tt,B,4514000,1,Wrong Answer
陈邑宁,D,4517000,30,Wrong Answer
Zhaozhuoxi,B,4520000,1,Wrong Answer
何浩鲲,B,4531000,20,Time Limit Exceeded
huyanxin,B,4538000,1,Time Limit Exceeded
ini,F,4547000,30,Time Limit Exceeded
tiaotiao2011,D,4569000,100,Accepted
Liuooo,B,4580000,0,Compile Error
张恺瑄,A,4583000,50,Wrong Answer
yyz,A,4596000,0,Wrong Answer
陈邑宁,D,4599000,30,Wrong Answer
ycn,C,4602000,0,Wrong Answer
liyuze,C,4606000,100,Accepted
Liuooo,B,4612000,0,Compile Error
ycn,C,4614000,0,Wrong Answer
强强,B,4616000,1,Wrong Answer
docxjun,D,4622000,30,Wrong Answer
Liuooo,B,4623000,1,Wrong Answer
QZ1Z-CQR,C,4631000,100,Accepted
高兴的高,B,4632000,20,Time Limit Exceeded
Zhaozhuoxi,B,4640000,1,Wrong Answer
leiyuhao,C,4645000,0,Wrong Answer
huangweiliang,A,4670000,50,Wrong Answer
jk123,B,4673000,1,Wrong Answer
linmou,D,4677000,0,Wrong Answer
wxy2010,F,4694000,30,Time Limit Exceeded
linmou,D,4700000,30,Wrong Answer
zhangchengrui,D,4708000,30,Wrong Answer
huyanxin,B,4714000,20,Time Limit Exceeded
hexuben,D,4717000,9,Wrong Answer
huangweiliang,A,4721000,50,Wrong Answer
高兴的高,B,4724000,1,Time Limit Exceeded
刘添乐,C,4730000,0,Wrong Answer
杨育安,C,4736000,0,Wrong Answer
强强,B,4744000,100,Accepted
HL_CZY,B,4746000,1,Wrong Answer
肖皓天,A,4749000,20,Time Limit Exceeded
zhangce,D,4751000,30,Wrong Answer
hepeidong,D,4760000,30,Wrong Answer
何楷文,C,4762000,0,Wrong Answer
kqshengxuanyi,D,4763000,0,Wrong Answer
liruoxin,B,4780000,1,Wrong Answer
MerlinLee,B,4786000,0,Compile Error
曾浩,D,4788000,0,Wrong Answer
weiyumo,B,4789000,1,Wrong Answer
许文渊,E,4790000,0,Wrong Answer
songhaoyu,B,4794000,1,Time Limit Exceeded
HLOI_3_P045,C,4797000,0,Wrong Answer
songzhihan,B,4800000,1,Wrong Answer
张恺瑄,A,4800000,50,Wrong Answer
王佳翔,A,4804000,20,Wrong Answer
HL_CZY,B,4809000,1,Wrong Answer
weiyumo,B,4810000,20,Time Limit Exceeded
sunjunhao,D,4813000,9,Wrong Answer
wtxwd,F,4813000,30,Time Limit Exceeded
MerlinLee,B,4819000,1,Wrong Answer
HLOI_3_P045,C,4822000,0,Wrong Answer
杨育安,C,4823000,0,Wrong Answer
何楷文,C,4829000,100,Accepted
wmyr,D,4852000,15,Wrong Answer
hexuben,D,4857000,30,Wrong Answer
Zhaozhuoxi,B,4876000,60,Time Limit Exceeded
sunjunhao,D,4878000,30,Wrong Answer
张恺瑄,A,4878000,50,Wrong Answer
jiazijian,C,4880000,0,Wrong Answer
cyq,D,4888000,100,Accepted
zlj6699tt,B,4894000,100,Accepted
肖一鸣,D,4897000,100,Accepted
zzy0618,D,4906000,0,Wrong Answer
wtxwd,E,4906000,0,Runtime Error
duchengzhu2008,B,4907000,100,Accepted
songhaoyu,B,4908000,1,Wrong Answer
Liuooo,B,4912000,1,Wrong Answer
QAQfj5,D,4925000,30,Wrong Answer
DL24zhangyixin,C,4938000,0,Wrong Answer
yyz,A,4955000,0,Wrong Answer
张嘉祥,B,4959000,1,Wrong Answer
markding,B,4959000,100,Accepted
曾浩,D,4969000,20,Wrong Answer
ini,B,4978000,1,Wrong Answer
gty314159,E,4983000,100,Accepted
HBYoutze,C,4983000,0,Wrong Answer
leiyuhao,C,4986000,100,Accepted
wmyr,D,4988000,100,Accepted
huangweiliang,A,4993000,100,Accepted
snowycat1234,D,4997000,100,Accepted
MerlinLee,D,5000000,0,Wrong Answer
songzhihan,B,5001000,1,Wrong Answer
jk123,B,5004000,1,Wrong Answer
linmou,D,5017000,30,Wrong Answer
sunjunhao,D,5017000,30,Wrong Answer
markding,B,5024000,1,Wrong Answer
qzyzzgc,C,5033000,100,Accepted
error,B,5045000,1,Wrong Answer
xiaoshu2010,B,5052000,1,Wrong Answer
markding,B,5067000,1,Wrong Answer
huyanxin,B,5072000,1,Time Limit Exceeded
yinhaowei1205,B,5078000,1,Wrong Answer
wuxian,A,5082000,100,Accepted
wxy2010,F,5084000,70,Time Limit Exceeded
王佳翔,A,5091000,100,Accepted
张恺瑄,A,5092000,50,Wrong Answer
zhengjinyi,A,5107000,50,Wrong Answer
sunjunhao,D,5112000,30,Wrong Answer
lyxhsx,D,5112000,9,Wrong Answer
songzhihan,B,5113000,0,Compile Error
docxjun,D,5125000,30,Wrong Answer
huangshiyu,B,5128000,20,Time Limit Exceeded
songzhihan,B,5132000,1,Wrong Answer
huyanxin,B,5134000,1,Time Limit Exceeded
yinhaowei1205,B,5165000,1,Wrong Answer
hexuben,F,5165000,30,Time Limit Exceeded
QAQfj5,D,5166000,100,Accepted
songzhihan,B,5167000,1,Wrong Answer
张恺瑄,A,5169000,50,Wrong Answer
lyxhsx,D,5175000,9,Wrong Answer
zhangchengrui,E,5176000,0,Wrong Answer
